name,dept,area,count,adjustedcount,year
Feng Qian 0001,University of Minnesota,oakland,1.0,0.125,2017
Feng Qian 0001,University of Minnesota,oakland,2.0,0.26667,2019
Feng Qian 0001,University of Minnesota,osdi,1.0,0.125,2022
Feng Qian 0001,University of Minnesota,sigcomm,1.0,0.125,2013
Feng Qian 0001,University of Minnesota,sigcomm,2.0,0.20833,2021
Feng Qian 0001,University of Minnesota,sigcomm,2.0,0.18333,2022
Feng Qian 0001,University of Minnesota,sigmetrics,1.0,0.2,2009
Feng Qian 0001,University of Minnesota,sigmetrics,1.0,0.16667,2011
Feng Qian 0001,University of Minnesota,sigmetrics,1.0,0.2,2019
Feng Qian 0001,University of Minnesota,sigmetrics,1.0,0.25,2020
Feng Qian 0001,University of Minnesota,sigmetrics,1.0,0.2,2022
Feng Qin,Ohio State University,ase,1.0,0.14286,2017
Feng Qin,Ohio State University,ase,1.0,0.25,2019
Feng Qin,Ohio State University,ase,1.0,0.25,2020
Feng Qin,Ohio State University,ase,1.0,0.16667,2022
Feng Qin,Ohio State University,asplos,1.0,0.25,2006
Feng Qin,Ohio State University,asplos,1.0,0.2,2011
Feng Qin,Ohio State University,eurosys,1.0,0.25,2009
Feng Qin,Ohio State University,fast,1.0,0.25,2013
Feng Qin,Ohio State University,fse,1.0,0.25,2007
Feng Qin,Ohio State University,fse,1.0,0.16667,2016
Feng Qin,Ohio State University,fse,1.0,0.11111,2018
Feng Qin,Ohio State University,hpca,1.0,0.33333,2005
Feng Qin,Ohio State University,icse,1.0,0.14286,2016
Feng Qin,Ohio State University,isca,1.0,0.2,2004
Feng Qin,Ohio State University,micro,1.0,0.125,2004
Feng Qin,Ohio State University,micro,1.0,0.16667,2006
Feng Qin,Ohio State University,osdi,1.0,0.125,2014
Feng Qin,Ohio State University,pldi,1.0,0.25,2011
Feng Qin,Ohio State University,sc,1.0,0.33333,2007
Feng Qin,Ohio State University,sc,1.0,0.25,2010
Feng Qin,Ohio State University,sc,1.0,0.125,2014
Feng Qin,Ohio State University,sosp,1.0,0.25,2005
Feng Yan 0001,University of Houston,eurosys,1.0,0.2,2019
Feng Yan 0001,University of Houston,fast,1.0,0.11111,2020
Feng Yan 0001,University of Houston,hpca,1.0,0.14286,2023
Feng Yan 0001,University of Houston,hpdc,1.0,0.1,2020
Feng Yan 0001,University of Houston,icde,1.0,0.33333,2021
Feng Yan 0001,University of Houston,sc,1.0,0.25,2016
Feng Yan 0001,University of Houston,sc,1.0,0.16667,2019
Feng Yan 0001,University of Houston,sc,2.0,0.5,2020
Feng Yan 0001,University of Houston,sc,2.0,0.5,2021
Feng Yan 0001,University of Houston,sosp,1.0,0.125,2021
Feng Yan 0001,University of Houston,vldb,1.0,0.14286,2021
Feng Yan 0001,University of Houston,vldb,1.0,0.25,2022
Feng Yan 0001,University of Houston,vldb,1.0,0.090909,2023
Feng-Hao Liu,Florida Atlantic University,ccs,1.0,0.33333,2016
Fengguang Song,IUPUI,hpdc,1.0,0.33333,2007
Fengguang Song,IUPUI,hpdc,1.0,0.25,2018
Fengguang Song,IUPUI,ics,1.0,0.33333,2012
Fengguang Song,IUPUI,ics,1.0,0.5,2014
Fengguang Song,IUPUI,sc,1.0,0.33333,2009
Fengguang Song,IUPUI,sc,1.0,0.25,2010
Fengguang Song,IUPUI,sc,1.0,0.1,2017
Fengjun Li,University of Kansas,ccs,1.0,0.2,2007
Fengjun Li,University of Kansas,ccs,1.0,0.14286,2019
Fengjun Li,University of Kansas,ccs,1.0,0.25,2022
Fengjun Li,University of Kansas,icse,1.0,0.16667,2022
Fengjun Li,University of Kansas,ndss,1.0,0.2,2021
Fenglong Ma,Pennsylvania State University,mobicom,1.0,0.083333,2018
Fenglong Ma,Pennsylvania State University,oakland,1.0,0.14286,2020
Feodor F. Dragan,Kent State University,iccad,1.0,0.2,2000
Feodor F. Dragan,Kent State University,ics,1.0,0.16667,2020
Filip Rozpedek,University of Massachusetts Amherst,sigcomm,1.0,0.083333,2019
Filipo Sharevski,DePaul University,ndss,1.0,0.25,2023
Fillia Makedon,University of Texas at Arlington,ics,1.0,0.33333,1987
Florian Kerschbaum,University of Waterloo,ccs,1.0,1.0,2011
Florian Kerschbaum,University of Waterloo,ccs,1.0,0.33333,2013
Florian Kerschbaum,University of Waterloo,ccs,2.0,1.0,2014
Florian Kerschbaum,University of Waterloo,ccs,1.0,1.0,2015
Florian Kerschbaum,University of Waterloo,ccs,2.0,1.0,2021
Florian Kerschbaum,University of Waterloo,ccs,1.0,0.25,2022
Florian Kerschbaum,University of Waterloo,icde,1.0,0.33333,2019
Florian Kerschbaum,University of Waterloo,icde,1.0,0.5,2020
Florian Kerschbaum,University of Waterloo,icde,1.0,0.2,2022
Florian Kerschbaum,University of Waterloo,ndss,1.0,0.33333,2013
Florian Kerschbaum,University of Waterloo,ndss,1.0,0.5,2020
Florian Kerschbaum,University of Waterloo,ndss,1.0,0.25,2021
Florian Kerschbaum,University of Waterloo,ndss,1.0,0.33333,2023
Florian Kerschbaum,University of Waterloo,oakland,1.0,0.25,2022
Florian Kerschbaum,University of Waterloo,oakland,2.0,1.0,2023
Florian Kerschbaum,University of Waterloo,sigmod,1.0,0.33333,2015
Florian Kerschbaum,University of Waterloo,sigmod,1.0,0.33333,2018
Florian Kerschbaum,University of Waterloo,sigmod,1.0,0.33333,2020
Florian Kerschbaum,University of Waterloo,sigmod,1.0,0.33333,2021
Florian Kerschbaum,University of Waterloo,vldb,1.0,0.33333,2019
Florian Kerschbaum,University of Waterloo,vldb,1.0,0.33333,2020
Florian Kerschbaum,University of Waterloo,vldb,1.0,0.2,2021
Florian Schaub,University of Michigan,ccs,1.0,0.2,2019
Florian Schaub,University of Michigan,ndss,1.0,0.1,2017
Florian Schaub,University of Michigan,ndss,1.0,0.16667,2019
Florian Schaub,University of Michigan,oakland,1.0,0.14286,2023
Florin Rusu,Univ. of California - Merced,hpdc,1.0,0.16667,2017
Florin Rusu,Univ. of California - Merced,icde,1.0,0.5,2009
Florin Rusu,Univ. of California - Merced,sigmod,1.0,0.5,2006
Florin Rusu,Univ. of California - Merced,sigmod,1.0,0.5,2007
Florin Rusu,Univ. of California - Merced,sigmod,1.0,0.5,2014
Florin Rusu,Univ. of California - Merced,sigmod,1.0,0.25,2016
Florin Rusu,Univ. of California - Merced,sigmod,1.0,0.2,2017
Florin Rusu,Univ. of California - Merced,sigmod,1.0,0.25,2021
Florin Rusu,Univ. of California - Merced,vldb,1.0,0.25,2009
Florin Rusu,Univ. of California - Merced,vldb,1.0,0.33333,2017
Forrest Sheng Bao,Iowa State University,dac,1.0,0.2,2021
Forrest Sheng Bao,Iowa State University,sc,1.0,0.2,2020
Foteini Baldimtsi,George Mason University,ccs,1.0,0.5,2013
Foteini Baldimtsi,George Mason University,ccs,1.0,0.25,2022
Foteini Baldimtsi,George Mason University,ndss,1.0,0.2,2017
Foutse Khomh,Polytechnique Montreal,ase,1.0,0.5,2017
Foutse Khomh,Polytechnique Montreal,ase,1.0,0.2,2022
Foutse Khomh,Polytechnique Montreal,fse,1.0,0.14286,2022
Foyzul Hassan,University of Michigan-Dearborn,ase,1.0,0.25,2021
Foyzul Hassan,University of Michigan-Dearborn,icse,1.0,0.5,2018
Foyzul Hassan,University of Michigan-Dearborn,icse,1.0,0.25,2020
Foyzul Hassan,University of Michigan-Dearborn,icse,1.0,0.25,2021
Foyzul Hassan,University of Michigan-Dearborn,issta,1.0,0.2,2023
Francesca Spezzano,Boise State University,vldb,1.0,0.5,2010
Francesca Spezzano,Boise State University,vldb,1.0,0.33333,2011
Francine Berman,Rensselaer Polytechnic Institute,hpdc,2.0,1.0,1996
Francine Berman,Rensselaer Polytechnic Institute,hpdc,1.0,0.5,1997
Francine Berman,Rensselaer Polytechnic Institute,sc,1.0,0.5,1993
Francine Berman,Rensselaer Polytechnic Institute,sc,1.0,0.2,1996
Francine Berman,Rensselaer Polytechnic Institute,sc,2.0,0.75,1999
Francine Berman,Rensselaer Polytechnic Institute,sc,1.0,0.25,2000
Francine Berman,Rensselaer Polytechnic Institute,sc,1.0,0.33333,2001
Francine Berman,Rensselaer Polytechnic Institute,sc,1.0,0.33333,2002
Francine Berman,Rensselaer Polytechnic Institute,sc,2.0,0.53333,2006
Francine Berman,Rensselaer Polytechnic Institute,sc,1.0,1.0,2009
Francisco Servant,Virginia Tech,ase,1.0,0.2,2019
Francisco Servant,Virginia Tech,fse,1.0,0.5,2012
Francisco Servant,Virginia Tech,fse,1.0,0.25,2018
Francisco Servant,Virginia Tech,fse,2.0,0.7,2019
Francisco Servant,Virginia Tech,icse,1.0,0.5,2012
Francisco Servant,Virginia Tech,icse,1.0,0.5,2017
Francisco Servant,Virginia Tech,icse,1.0,0.5,2020
Francisco Servant,Virginia Tech,icse,1.0,0.5,2021
Francisco Servant,Virginia Tech,oakland,1.0,0.33333,2021
Francisco Servant,Virginia Tech,oakland,1.0,0.2,2023
Frank D. Wood,University of British Columbia,sc,1.0,0.058824,2019
Frank Dehne,Carleton University,ics,1.0,0.2,2011
Frank Dehne,Carleton University,sc,1.0,0.16667,2015
Frank Li 0001,Georgia Institute of Technology,ccs,1.0,0.25,2011
Frank Li 0001,Georgia Institute of Technology,ccs,1.0,0.25,2014
Frank Li 0001,Georgia Institute of Technology,ccs,2.0,0.57692,2017
Frank Li 0001,Georgia Institute of Technology,ccs,1.0,0.5,2021
Frank Li 0001,Georgia Institute of Technology,eurosys,1.0,0.2,2017
Frank Li 0001,Georgia Institute of Technology,imc,1.0,0.090909,2014
Frank Li 0001,Georgia Institute of Technology,imc,1.0,0.2,2017
Frank Li 0001,Georgia Institute of Technology,imc,1.0,0.5,2020
Frank Li 0001,Georgia Institute of Technology,imc,2.0,1.0,2021
Frank Li 0001,Georgia Institute of Technology,ndss,1.0,0.2,2018
Frank Li 0001,Georgia Institute of Technology,oakland,1.0,0.33333,2013
Frank Li 0001,Georgia Institute of Technology,oakland,1.0,0.2,2017
Frank Li 0001,Georgia Institute of Technology,oakland,1.0,0.25,2023
Frank Li 0001,Georgia Institute of Technology,sigmetrics,1.0,0.33333,2023
Frank M. Shipman III,Texas A&M University,ase,1.0,0.5,2000
Frank Maurer,University of Calgary,icse,1.0,0.33333,2006
Frank Mueller 0001,North Carolina State University,hpdc,1.0,0.2,2014
Frank Mueller 0001,North Carolina State University,hpdc,2.0,0.5,2018
Frank Mueller 0001,North Carolina State University,ics,1.0,0.33333,2004
Frank Mueller 0001,North Carolina State University,ics,1.0,0.33333,2005
Frank Mueller 0001,North Carolina State University,ics,1.0,0.2,2006
Frank Mueller 0001,North Carolina State University,ics,1.0,0.25,2007
Frank Mueller 0001,North Carolina State University,ics,1.0,0.25,2008
Frank Mueller 0001,North Carolina State University,ics,1.0,0.33333,2011
Frank Mueller 0001,North Carolina State University,ics,1.0,0.5,2013
Frank Mueller 0001,North Carolina State University,ics,1.0,0.5,2014
Frank Mueller 0001,North Carolina State University,ics,1.0,0.25,2016
Frank Mueller 0001,North Carolina State University,ics,1.0,0.16667,2020
Frank Mueller 0001,North Carolina State University,isca,1.0,0.2,2003
Frank Mueller 0001,North Carolina State University,issta,1.0,0.5,2000
Frank Mueller 0001,North Carolina State University,pldi,1.0,0.5,1992
Frank Mueller 0001,North Carolina State University,pldi,1.0,0.5,1995
Frank Mueller 0001,North Carolina State University,rtas,2.0,0.66667,2004
Frank Mueller 0001,North Carolina State University,rtas,3.0,0.95,2005
Frank Mueller 0001,North Carolina State University,rtas,2.0,1.0,2008
Frank Mueller 0001,North Carolina State University,rtas,1.0,0.5,2009
Frank Mueller 0001,North Carolina State University,rtas,1.0,0.5,2012
Frank Mueller 0001,North Carolina State University,rtas,1.0,0.5,2015
Frank Mueller 0001,North Carolina State University,rtss,1.0,0.25,1994
Frank Mueller 0001,North Carolina State University,rtss,1.0,1.0,1999
Frank Mueller 0001,North Carolina State University,rtss,1.0,0.25,2003
Frank Mueller 0001,North Carolina State University,rtss,2.0,0.5,2004
Frank Mueller 0001,North Carolina State University,rtss,1.0,0.16667,2005
Frank Mueller 0001,North Carolina State University,rtss,1.0,0.5,2006
Frank Mueller 0001,North Carolina State University,rtss,1.0,0.5,2008
Frank Mueller 0001,North Carolina State University,rtss,2.0,1.0,2019
Frank Mueller 0001,North Carolina State University,sc,1.0,0.16667,2003
Frank Mueller 0001,North Carolina State University,sc,1.0,0.33333,2005
Frank Mueller 0001,North Carolina State University,sc,1.0,0.2,2006
Frank Mueller 0001,North Carolina State University,sc,1.0,0.14286,2007
Frank Mueller 0001,North Carolina State University,sc,1.0,0.25,2008
Frank Mueller 0001,North Carolina State University,sc,1.0,0.16667,2012
Frank Mueller 0001,North Carolina State University,sc,1.0,0.2,2018
Frank Mueller 0001,North Carolina State University,sc,1.0,0.33333,2019
Frank Mueller 0001,North Carolina State University,sc,1.0,0.25,2021
Frank Mueller 0001,North Carolina State University,sc,1.0,0.33333,2022
Frank Pfenning,Carnegie Mellon University,icfp,1.0,0.5,2000
Frank Pfenning,Carnegie Mellon University,icfp,1.0,0.5,2017
Frank Pfenning,Carnegie Mellon University,icfp,1.0,0.33333,2018
Frank Pfenning,Carnegie Mellon University,ndss,1.0,0.2,2007
Frank Pfenning,Carnegie Mellon University,oakland,1.0,0.5,2010
Frank Pfenning,Carnegie Mellon University,pldi,1.0,0.5,1988
Frank Pfenning,Carnegie Mellon University,pldi,1.0,0.5,1991
Frank Pfenning,Carnegie Mellon University,pldi,2.0,0.83333,1998
Frank Pfenning,Carnegie Mellon University,popl,1.0,0.5,1996
Frank Pfenning,Carnegie Mellon University,popl,1.0,0.5,1999
Frank Pfenning,Carnegie Mellon University,popl,1.0,0.25,2003
Frank Pfenning,Carnegie Mellon University,popl,1.0,0.5,2004
Frank Pfenning,Carnegie Mellon University,popl,1.0,0.33333,2005
Frank Pfenning,Carnegie Mellon University,popl,1.0,0.33333,2016
Frank Tip,Northeastern University,ase,1.0,0.33333,2022
Frank Tip,Northeastern University,fse,1.0,0.5,1998
Frank Tip,Northeastern University,fse,1.0,0.5,2000
Frank Tip,Northeastern University,fse,1.0,0.25,2006
Frank Tip,Northeastern University,fse,1.0,0.33333,2007
Frank Tip,Northeastern University,fse,1.0,0.33333,2009
Frank Tip,Northeastern University,fse,1.0,0.25,2018
Frank Tip,Northeastern University,icse,1.0,0.25,2007
Frank Tip,Northeastern University,icse,1.0,0.25,2008
Frank Tip,Northeastern University,icse,1.0,0.25,2009
Frank Tip,Northeastern University,icse,1.0,0.25,2010
Frank Tip,Northeastern University,icse,2.0,0.45,2011
Frank Tip,Northeastern University,icse,1.0,0.16667,2012
Frank Tip,Northeastern University,icse,2.0,0.36667,2013
Frank Tip,Northeastern University,icse,1.0,0.2,2016
Frank Tip,Northeastern University,icse,1.0,0.16667,2017
Frank Tip,Northeastern University,icse,2.0,0.5,2022
Frank Tip,Northeastern University,issta,1.0,0.14286,2008
Frank Tip,Northeastern University,issta,1.0,0.25,2010
Frank Tip,Northeastern University,issta,1.0,0.25,2023
Frank Tip,Northeastern University,oopsla,1.0,0.25,1996
Frank Tip,Northeastern University,oopsla,1.0,0.5,1997
Frank Tip,Northeastern University,oopsla,1.0,0.25,1999
Frank Tip,Northeastern University,oopsla,1.0,0.5,2000
Frank Tip,Northeastern University,oopsla,1.0,0.33333,2003
Frank Tip,Northeastern University,oopsla,1.0,0.2,2004
Frank Tip,Northeastern University,oopsla,1.0,0.33333,2005
Frank Tip,Northeastern University,oopsla,1.0,0.25,2006
Frank Tip,Northeastern University,oopsla,1.0,0.2,2011
Frank Tip,Northeastern University,oopsla,1.0,0.33333,2015
Frank Tip,Northeastern University,oopsla,1.0,0.14286,2016
Frank Tip,Northeastern University,oopsla,2.0,0.66667,2017
Frank Tip,Northeastern University,oopsla,2.0,0.5,2018
Frank Tip,Northeastern University,oopsla,1.0,0.33333,2021
Frank Tip,Northeastern University,pldi,1.0,0.5,1998
Frank Tip,Northeastern University,pldi,1.0,0.25,2013
Frank Tip,Northeastern University,popl,1.0,0.33333,1995
Frank Tip,Northeastern University,popl,1.0,0.33333,1999
Frank Tip,Northeastern University,popl,1.0,0.33333,2006
Frank Vahid,Univ. of California - Riverside,dac,1.0,0.5,1992
Frank Vahid,Univ. of California - Riverside,dac,1.0,0.25,1998
Frank Vahid,Univ. of California - Riverside,dac,1.0,0.33333,2002
Frank Vahid,Univ. of California - Riverside,dac,1.0,0.33333,2003
Frank Vahid,Univ. of California - Riverside,dac,1.0,0.33333,2004
Frank Vahid,Univ. of California - Riverside,dac,1.0,0.2,2006
Frank Vahid,Univ. of California - Riverside,dac,1.0,0.33333,2010
Frank Vahid,Univ. of California - Riverside,dac,1.0,0.33333,2013
Frank Vahid,Univ. of California - Riverside,iccad,1.0,0.33333,2001
Frank Vahid,Univ. of California - Riverside,iccad,2.0,1.0,2002
Frank Vahid,Univ. of California - Riverside,iccad,1.0,0.5,2005
Frank Vahid,Univ. of California - Riverside,iccad,3.0,0.73333,2006
Frank Vahid,Univ. of California - Riverside,isca,1.0,0.33333,2003
Franziska Roesner,University of Washington,ccs,2.0,0.28333,2014
Franziska Roesner,University of Washington,ccs,1.0,0.33333,2016
Franziska Roesner,University of Washington,ccs,1.0,0.33333,2017
Franziska Roesner,University of Washington,imc,1.0,0.2,2021
Franziska Roesner,University of Washington,imc,1.0,0.25,2022
Franziska Roesner,University of Washington,isca,1.0,0.2,2007
Franziska Roesner,University of Washington,isca,1.0,0.33333,2008
Franziska Roesner,University of Washington,mobisys,1.0,0.14286,2015
Franziska Roesner,University of Washington,nsdi,1.0,0.33333,2012
Franziska Roesner,University of Washington,oakland,1.0,0.090909,2010
Franziska Roesner,University of Washington,oakland,1.0,0.16667,2012
Franziska Roesner,University of Washington,oakland,1.0,0.25,2017
Franziska Roesner,University of Washington,oakland,2.0,0.45,2018
Franziska Roesner,University of Washington,oakland,1.0,0.25,2023
François Gygi,Univ. of California - Davis,ics,1.0,0.047619,2005
François Gygi,Univ. of California - Davis,sc,1.0,0.1,2005
François Gygi,Univ. of California - Davis,sc,1.0,0.090909,2006
François Gygi,Univ. of California - Davis,sc,1.0,0.5,2014
Fred B. Schneider,Cornell University,osdi,1.0,0.5,2004
Fred B. Schneider,Cornell University,osdi,1.0,0.2,2008
Fred B. Schneider,Cornell University,popl,1.0,0.5,1985
Fred B. Schneider,Cornell University,popl,1.0,0.33333,1987
Fred B. Schneider,Cornell University,sigcomm,1.0,0.33333,2011
Fred B. Schneider,Cornell University,sosp,1.0,0.5,1995
Fred B. Schneider,Cornell University,sosp,1.0,0.14286,2011
Frederic T. Chong,University of Chicago,asplos,1.0,0.16667,2006
Frederic T. Chong,University of Chicago,asplos,1.0,0.16667,2009
Frederic T. Chong,University of Chicago,asplos,1.0,0.11111,2014
Frederic T. Chong,University of Chicago,asplos,1.0,0.11111,2015
Frederic T. Chong,University of Chicago,asplos,3.0,0.59286,2019
Frederic T. Chong,University of Chicago,asplos,1.0,0.25,2021
Frederic T. Chong,University of Chicago,asplos,4.0,0.53452,2023
Frederic T. Chong,University of Chicago,ccs,1.0,0.25,2005
Frederic T. Chong,University of Chicago,dac,1.0,0.14286,2022
Frederic T. Chong,University of Chicago,hpca,1.0,0.2,1998
Frederic T. Chong,University of Chicago,hpca,1.0,0.2,2017
Frederic T. Chong,University of Chicago,hpca,1.0,0.14286,2020
Frederic T. Chong,University of Chicago,hpca,1.0,0.14286,2021
Frederic T. Chong,University of Chicago,hpca,4.0,0.51071,2022
Frederic T. Chong,University of Chicago,iccad,1.0,0.2,2007
Frederic T. Chong,University of Chicago,iccad,1.0,0.1,2022
Frederic T. Chong,University of Chicago,isca,1.0,0.14286,1994
Frederic T. Chong,University of Chicago,isca,1.0,0.33333,1998
Frederic T. Chong,University of Chicago,isca,1.0,0.33333,2000
Frederic T. Chong,University of Chicago,isca,1.0,0.25,2003
Frederic T. Chong,University of Chicago,isca,1.0,0.11111,2004
Frederic T. Chong,University of Chicago,isca,1.0,0.2,2006
Frederic T. Chong,University of Chicago,isca,1.0,0.16667,2008
Frederic T. Chong,University of Chicago,isca,1.0,0.16667,2009
Frederic T. Chong,University of Chicago,isca,2.0,0.31111,2011
Frederic T. Chong,University of Chicago,isca,2.0,0.28571,2013
Frederic T. Chong,University of Chicago,isca,1.0,0.16667,2016
Frederic T. Chong,University of Chicago,isca,1.0,0.25,2017
Frederic T. Chong,University of Chicago,isca,1.0,0.11111,2018
Frederic T. Chong,University of Chicago,isca,1.0,0.16667,2019
Frederic T. Chong,University of Chicago,isca,2.0,0.30952,2020
Frederic T. Chong,University of Chicago,isca,1.0,0.16667,2021
Frederic T. Chong,University of Chicago,isca,2.0,0.23611,2023
Frederic T. Chong,University of Chicago,micro,1.0,0.16667,1999
Frederic T. Chong,University of Chicago,micro,1.0,0.5,2004
